Interview Id,Interview Name,Interview Owner Id,Client Id,Candidate Id,Job Opening Id,Application ID,From,To,Interview Type,Interview Status,Batch Name,Cancellation Reason,Feedback,Created Time
Zrecruit_159941000009839284,Online Interview,Sonali Maurya,Zrecruit_159941000009193194,159941000007408045,Zrecruit_159941000009193201,Zrecruit_159941000009191531,03/06/2026 11:30 AM,03/06/2026 12:30 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 1 - 513,,,03/06/2026 5:22 PM
Zrecruit_159941000009785741,Online Interview,Riddhi Rane,Zrecruit_159941000002603575,159941000009089163,Zrecruit_159941000009677217,Zrecruit_159941000009696377,28/05/2026 02:00 PM,28/05/2026 02:30 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 2 - 514,Candidate not available,,02/06/2026 1:07 PM
Zrecruit_159941000009785695,Online Interview,Riddhi Rane,Zrecruit_159941000002603575,159941000009675333,Zrecruit_159941000009677217,Zrecruit_159941000009705021,28/05/2026 12:00 PM,28/05/2026 12:30 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 1 - 513,,,02/06/2026 12:50 PM
Zrecruit_159941000009785686,Online Interview,Riddhi Rane,Zrecruit_159941000002603575,159941000007408045,Zrecruit_159941000009677217,Zrecruit_159941000009711003,28/05/2026 12:00 PM,28/05/2026 12:30 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 1 - 513,,,02/06/2026 12:48 PM
Zrecruit_159941000009761407,Assignment Round,Dania Assadi,Zrecruit_159941000009540864,159941000008702094,Zrecruit_159941000009540871,Zrecruit_159941000009538757,01/06/2026 6:00 PM,01/06/2026 6:30 PM,In-person Interview,,ACDM & PCDMS August 2025 Batch 2 - 508,,,29/05/2026 04:47 PM
Zrecruit_159941000009739252,Telephonic Interview,Sonali Maurya,Zrecruit_159941000009384469,159941000008702094,Zrecruit_159941000009384489,Zrecruit_159941000009542246,30/05/2026 04:00 PM,30/05/2026 04:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,29/05/2026 11:06 AM
Zrecruit_159941000009702692,HR Round (Offline),Riddhi Rane,Zrecruit_159941000009397549,159941000009124007,Zrecruit_159941000009397839,Zrecruit_159941000009397844,25/05/2026 03:00 PM,25/05/2026 03:30 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 2 - 514,Candidate no-show,candidate suddenly opted out,26/05/2026 05:29 PM
Zrecruit_159941000009702058,Telephonic Interview,Dania Assadi,Zrecruit_159941000009540864,159941000008702094,Zrecruit_159941000009540871,Zrecruit_159941000009538757,27/05/2026 04:00 PM,27/05/2026 04:30 PM,In-person Interview,,ACDM & PCDMS August 2025 Batch 2 - 508,,,26/05/2026 02:59 PM
Zrecruit_159941000009681671,Telephonic Interview,Gemini Patel,Zrecruit_159941000000621102,159941000009124007,Zrecruit_159941000009569110,Zrecruit_159941000009572199,26/05/2026 12:00 PM,26/05/2026 12:30 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 2 - 514,,,26/05/2026 11:30 AM
Zrecruit_159941000009615807,Online Interview,Sonali Maurya,Zrecruit_159941000009384573,159941000009123013,Zrecruit_159941000009542014,Zrecruit_159941000009555322,22/05/2026 05:30 PM,22/05/2026 06:30 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 2 - 514,Job opening closed,,22/05/2026 11:50 AM
Zrecruit_159941000009613589,HR Round (Offline),Dania Assadi,Zrecruit_159941000005070759,159941000009089163,Zrecruit_159941000009540835,Zrecruit_159941000009576181,22/05/2026 02:15 PM,22/05/2026 02:30 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 2 - 514,,,21/05/2026 01:38 PM
Zrecruit_159941000009584452,Online Interview,Dania Assadi,Zrecruit_159941000005899641,159941000009001298,Zrecruit_159941000009539026,Zrecruit_159941000009552030,22/05/2026 11:00 AM,22/05/2026 11:30 AM,In-person Interview,,ACDM & PCDMS September 2025 Batch 2 - 514,,,20/05/2026 06:27 PM
Zrecruit_159941000009542643,Technical Round,Aanchal Sharma,Zrecruit_159941000000606348,159941000008404826,Zrecruit_159941000009011117,Zrecruit_159941000009257492,20/05/2026 05:30 PM,20/05/2026 06:30 PM,In-person Interview,,ACDM & PCDMS August 2025 Batch 1 - 506,,,20/05/2026 10:52 AM
Zrecruit_159941000009397523,Technical Round,Aanchal Sharma,Zrecruit_159941000006898441,159941000008404802,Zrecruit_159941000009312660,Zrecruit_159941000009332450,18/05/2026 04:00 PM,18/05/2026 05:00 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,18/05/2026 03:40 PM
Zrecruit_159941000009397169,Technical Round,Aanchal Sharma,Zrecruit_159941000000621092,159941000008404826,Zrecruit_159941000009191406,Zrecruit_159941000009194173,16/05/2026 01:00 PM,16/05/2026 02:00 PM,Adhoc Interview,Needs More Mentoring,ACDM & PCDMS August 2025 Batch 1 - 506,,Need more mentoring,18/05/2026 01:30 PM
Zrecruit_159941000009397156,Telephonic Interview,Aanchal Sharma,Zrecruit_159941000000621092,159941000008404826,Zrecruit_159941000009191406,Zrecruit_159941000009194173,14/05/2026 01:00 PM,14/05/2026 02:00 PM,Adhoc Interview,Move to Next Round/Process,ACDM & PCDMS August 2025 Batch 1 - 506,,move to next round,18/05/2026 01:28 PM
Zrecruit_159941000009390846,Technical Round,Aanchal Sharma,Zrecruit_159941000007559764,159941000008702122,Zrecruit_159941000009304458,Zrecruit_159941000009309143,18/05/2026 12:00 PM,18/05/2026 01:00 PM,In-person Interview,,ACDM & PCDMS August 2025 Batch 2 - 508,,,18/05/2026 11:39 AM
Zrecruit_159941000009390489,Telephonic Interview,Riddhi Rane,Zrecruit_159941000000623899,159941000009123013,Zrecruit_159941000009212376,Zrecruit_159941000009191802,15/05/2026 12:00 PM,15/05/2026 12:30 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 2 - 514,Job opening closed,,18/05/2026 10:53 AM
Zrecruit_159941000009369853,Online Interview,Dania Assadi,Zrecruit_159941000009348117,159941000009139418,Zrecruit_159941000009348126,Zrecruit_159941000009352029,19/05/2026 03:30 PM,19/05/2026 04:00 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 2 - 514,Job opening closed,,16/05/2026 02:27 PM
Zrecruit_159941000009369822,Online Interview,Dania Assadi,Zrecruit_159941000009348117,159941000009139418,Zrecruit_159941000009348126,Zrecruit_159941000009352029,19/05/2026 03:00 PM,19/05/2026 03:30 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 2 - 514,Job opening closed,,16/05/2026 02:25 PM
Zrecruit_159941000009369617,Technical Round,Aanchal Sharma,Zrecruit_159941000006898441,159941000008404802,Zrecruit_159941000009312660,Zrecruit_159941000009332450,16/05/2026 05:00 PM,16/05/2026 06:00 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,16/05/2026 01:09 PM
Zrecruit_159941000009369603,Technical Round,Aanchal Sharma,Zrecruit_159941000006898441,159941000008702122,Zrecruit_159941000009312660,Zrecruit_159941000009332451,16/05/2026 01:00 PM,16/05/2026 02:00 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Others,,16/05/2026 01:08 PM
Zrecruit_159941000009369147,HR Round (Offline),Dania Assadi,Zrecruit_159941000009311331,159941000008702094,Zrecruit_159941000009332291,Zrecruit_159941000009325046,18/05/2026 03:00 PM,18/05/2026 03:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,16/05/2026 11:05 AM
Zrecruit_159941000009346099,Online Interview,Dania Assadi,Zrecruit_159941000000606334,159941000008647333,Zrecruit_159941000009159168,Zrecruit_159941000009186032,15/05/2026 05:00 PM,15/05/2026 05:30 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 1 - 513,,,15/05/2026 01:04 PM
Zrecruit_159941000009327410,Assignment Round,Sonali Maurya,Zrecruit_159941000009193194,159941000009089163,Zrecruit_159941000009193201,Zrecruit_159941000009197857,14/05/2026 11:30 AM,18/05/2026 12:00 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 2 - 514,,,14/05/2026 07:14 PM
Zrecruit_159941000009327400,Assignment Round,Sonali Maurya,Zrecruit_159941000009193194,159941000009139418,Zrecruit_159941000009193201,Zrecruit_159941000009197858,14/05/2026 11:00 AM,18/05/2026 12:00 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 2 - 514,,,14/05/2026 07:09 PM
Zrecruit_159941000009304541,Technical Round,Dania Assadi,Zrecruit_159941000009047202,159941000007258288,Zrecruit_159941000009047215,Zrecruit_159941000009077046,14/05/2026 03:00 PM,14/05/2026 03:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 1 - 506,Job opening closed,,13/05/2026 06:31 PM
Zrecruit_159941000009304389,Online Interview,Dania Assadi,Zrecruit_159941000000614105,159941000009001298,Zrecruit_159941000009216136,Zrecruit_159941000009220097,15/05/2026 04:00 PM,15/05/2026 04:30 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 2 - 514,,,13/05/2026 05:39 PM
Zrecruit_159941000009304144,HR Round (Offline),Sonali Maurya,Zrecruit_159941000009199380,159941000009089163,Zrecruit_159941000009199390,Zrecruit_159941000009216788,14/05/2026 03:00 PM,14/05/2026 06:00 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 2 - 514,Job opening closed,,13/05/2026 04:51 PM
Zrecruit_159941000009304077,Online Interview,Sonali Maurya,Zrecruit_159941000009193194,159941000009089163,Zrecruit_159941000009193201,Zrecruit_159941000009197857,14/05/2026 11:30 AM,14/05/2026 12:00 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 2 - 514,,,13/05/2026 04:25 PM
Zrecruit_159941000009304067,Online Interview,Sonali Maurya,Zrecruit_159941000009193194,159941000009139418,Zrecruit_159941000009193201,Zrecruit_159941000009197858,14/05/2026 11:00 AM,14/05/2026 12:00 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 2 - 514,,,13/05/2026 04:24 PM
Zrecruit_159941000009281369,Online Interview,Dania Assadi,Zrecruit_159941000000606334,159941000008647333,Zrecruit_159941000009159168,Zrecruit_159941000009186032,13/05/2026 06:00 PM,13/05/2026 06:30 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 1 - 513,,,13/05/2026 12:44 PM
Zrecruit_159941000009271664,Telephonic Interview,Dania Assadi,Zrecruit_159941000009047202,159941000007258288,Zrecruit_159941000009047215,Zrecruit_159941000009077046,13/05/2026 05:00 PM,13/05/2026 05:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 1 - 506,Job opening closed,,12/05/2026 4:05 PM
Zrecruit_159941000009271295,Online Interview,Dania Assadi,Zrecruit_159941000002811022,159941000008804199,Zrecruit_159941000009234494,Zrecruit_159941000009230375,13/05/2026 03:00 PM,13/05/2026 03:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 1 - 506,Job opening closed,,12/05/2026 3:03 PM
Zrecruit_159941000009261729,HR Round (Offline),Sonali Maurya,Zrecruit_159941000009199380,159941000009139418,Zrecruit_159941000009199397,Zrecruit_159941000009191822,13/05/2026 12:00 PM,13/05/2026 02:00 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 2 - 514,Job opening closed,,12/05/2026 7:42 PM
Zrecruit_159941000009261717,HR Round (Offline),Sonali Maurya,Zrecruit_159941000009199380,159941000009089163,Zrecruit_159941000009199397,Zrecruit_159941000009191821,13/05/2026 12:00 PM,13/05/2026 02:00 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 2 - 514,Job opening closed,,12/05/2026 7:41 PM
Zrecruit_159941000009261675,Online Interview,Sonali Maurya,Zrecruit_159941000009193194,159941000009139418,Zrecruit_159941000009193201,Zrecruit_159941000009197858,13/05/2026 11:00 AM,13/05/2026 11:30 AM,In-person Interview,,ACDM & PCDMS September 2025 Batch 2 - 514,,,12/05/2026 7:22 PM
Zrecruit_159941000009257502,Assignment Round,Aanchal Sharma,Zrecruit_159941000000606348,159941000008404826,Zrecruit_159941000009011117,Zrecruit_159941000009257492,12/05/2026 4:30 PM,12/05/2026 5:30 PM,In-person Interview,,ACDM & PCDMS August 2025 Batch 1 - 506,,,12/05/2026 1:07 PM
Zrecruit_159941000009257450,Technical Round,Aanchal Sharma,Zrecruit_159941000008805049,159941000008702122,Zrecruit_159941000009233115,Zrecruit_159941000009228895,12/05/2026 2:30 PM,12/05/2026 3:30 PM,In-person Interview,,ACDM & PCDMS August 2025 Batch 2 - 508,,,12/05/2026 12:18 PM
Zrecruit_159941000009228316,Telephonic Interview,Dania Assadi,Zrecruit_159941000000614105,159941000009001298,Zrecruit_159941000009216136,Zrecruit_159941000009220097,11/05/2026 1:30 PM,11/05/2026 2:00 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 2 - 514,,,11/05/2026 11:42 AM
Zrecruit_159941000009210054,Online Interview,Dania Assadi,Zrecruit_159941000001825792,159941000009089163,Zrecruit_159941000009140063,Zrecruit_159941000009117768,08/05/2026 2:00 PM,08/05/2026 2:30 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 2 - 514,Job opening closed,,07/05/2026 7:21 PM
Zrecruit_159941000009210039,Online Interview,Dania Assadi,Zrecruit_159941000001825792,159941000007408045,Zrecruit_159941000009140063,Zrecruit_159941000009156008,08/05/2026 12:00 PM,08/05/2026 12:30 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 1 - 513,Job opening closed,,07/05/2026 7:20 PM
Zrecruit_159941000009159232,Online Interview,Vidhi Yelkar,Zrecruit_159941000008673976,159941000008404802,Zrecruit_159941000008924699,Zrecruit_159941000008945403,02/05/2026 5:00 PM,02/05/2026 5:30 PM,Adhoc Interview,Rejected,ACDM & PCDMS August 2025 Batch 2 - 508,,Did not find fit for the role,06/05/2026 5:52 PM
Zrecruit_159941000009143930,Telephonic Interview,Vidhi Yelkar,Zrecruit_159941000000614062,159941000008404802,Zrecruit_159941000008661696,Zrecruit_159941000008653365,15/04/2026 07:00 PM,15/04/2026 07:30 PM,Adhoc Interview,Rejected,ACDM & PCDMS August 2025 Batch 2 - 508,,"Not selected, interested in social media profile",05/05/2026 7:49 PM
Zrecruit_159941000009143457,Telephonic Interview,Dania Assadi,Zrecruit_159941000009067113,159941000008702122,Zrecruit_159941000009096902,Zrecruit_159941000009123045,06/05/2026 11:30 AM,06/05/2026 12:00 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,05/05/2026 5:58 PM
Zrecruit_159941000009143440,Telephonic Interview,Dania Assadi,Zrecruit_159941000009067113,159941000007258288,Zrecruit_159941000009096902,Zrecruit_159941000009143352,06/05/2026 11:30 AM,06/05/2026 12:00 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 1 - 506,Job opening closed,,05/05/2026 5:58 PM
Zrecruit_159941000009124366,Online Interview,Gemini Patel,Zrecruit_159941000009061110,159941000009089163,Zrecruit_159941000009061118,Zrecruit_159941000009077386,05/05/2026 2:55 AM,05/05/2026 3:25 AM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 2 - 514,Job opening closed,,04/05/2026 6:40 PM
Zrecruit_159941000009038829,Telephonic Interview,Dania Assadi,Zrecruit_159941000008807161,159941000007258288,Zrecruit_159941000008802919,Zrecruit_159941000009038780,29/04/2026 02:30 PM,29/04/2026 05:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 1 - 506,Job opening closed,,29/04/2026 01:22 PM
Zrecruit_159941000009012538,Online Interview,Dania Assadi,Zrecruit_159941000008941373,159941000008404826,Zrecruit_159941000008941379,Zrecruit_159941000008972550,29/04/2026 03:30 PM,29/04/2026 04:00 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 1 - 506,Job opening closed,,28/04/2026 06:33 PM
Zrecruit_159941000008912470,Assignment Round,Dania Assadi,Zrecruit_159941000008462221,159941000008576300,Zrecruit_159941000008802832,Zrecruit_159941000008807260,22/04/2026 06:00 PM,22/04/2026 06:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,21/04/2026 06:47 PM
Zrecruit_159941000008912441,Assignment Round,Dania Assadi,Zrecruit_159941000002422397,159941000008647333,Zrecruit_159941000008829087,Zrecruit_159941000008835072,23/04/2026 12:30 PM,23/04/2026 01:00 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 1 - 513,Job opening closed,,21/04/2026 06:39 PM
Zrecruit_159941000008912214,Online Interview,Dania Assadi,Zrecruit_159941000002422397,159941000008647333,Zrecruit_159941000008829087,Zrecruit_159941000008835072,21/04/2026 01:00 PM,21/04/2026 01:30 PM,In-person Interview,Cancelled,ACDM & PCDMS September 2025 Batch 1 - 513,Job opening closed,,21/04/2026 06:07 PM
Zrecruit_159941000008872104,Online Interview,Gemini Patel,Zrecruit_159941000000806311,159941000008647333,Zrecruit_159941000008767002,Zrecruit_159941000008796020,20/04/2026 04:00 PM,20/04/2026 04:30 PM,In-person Interview,,ACDM & PCDMS September 2025 Batch 1 - 513,,,20/04/2026 03:59 PM
Zrecruit_159941000008863023,Telephonic Interview,Dania Assadi,Zrecruit_159941000001321194,159941000008274655,Zrecruit_159941000008742317,Zrecruit_159941000008742619,21/04/2026 12:00 PM,21/04/2026 12:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,20/04/2026 11:37 AM
Zrecruit_159941000008852943,Online Interview,Gemini Patel,Zrecruit_159941000000806311,159941000008576300,Zrecruit_159941000008767002,Zrecruit_159941000008792013,20/04/2026 03:00 PM,20/04/2026 03:30 PM,In-person Interview,,ACDM & PCDMS August 2025 Batch 2 - 508,,,20/04/2026 11:24 AM
Zrecruit_159941000008849083,Online Interview,Dania Assadi,Zrecruit_159941000008734586,159941000008404802,Zrecruit_159941000008734594,Zrecruit_159941000008796003,22/04/2026 01:00 PM,22/04/2026 01:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,18/04/2026 05:48 PM
Zrecruit_159941000008832405,Online Interview,Dania Assadi,Zrecruit_159941000008462221,159941000008404802,Zrecruit_159941000008802832,Zrecruit_159941000008807261,20/04/2026 01:00 PM,20/04/2026 01:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,18/04/2026 12:28 PM
Zrecruit_159941000008832380,Online Interview,Dania Assadi,Zrecruit_159941000008462221,159941000008576300,Zrecruit_159941000008802832,Zrecruit_159941000008807260,20/04/2026 12:00 PM,20/04/2026 12:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,18/04/2026 12:26 PM
Zrecruit_159941000008825278,Telephonic Interview,Dania Assadi,Zrecruit_159941000008462221,159941000008702094,Zrecruit_159941000008802832,Zrecruit_159941000008807259,17/04/2026 04:30 PM,17/04/2026 05:00 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,17/04/2026 11:12 AM
Zrecruit_159941000008825262,Telephonic Interview,Dania Assadi,Zrecruit_159941000008462221,159941000008576300,Zrecruit_159941000008802832,Zrecruit_159941000008807260,17/04/2026 04:00 PM,17/04/2026 04:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,17/04/2026 11:12 AM
Zrecruit_159941000008825247,Telephonic Interview,Dania Assadi,Zrecruit_159941000008462221,159941000008404802,Zrecruit_159941000008802832,Zrecruit_159941000008807261,17/04/2026 04:00 PM,17/04/2026 04:30 PM,In-person Interview,Cancelled,ACDM & PCDMS August 2025 Batch 2 - 508,Job opening closed,,17/04/2026 11:11 AM
